gen	nevals	avg     	std       	min     	max
184	11    	0.512109	0.00836886	0.492188	0.515625
185	15    	0.508594	0.0107404 	0.492188	0.515625
186	13    	0.510938	0.009375  	0.492188	0.515625
187	13    	0.507422	0.011179  	0.492188	0.515625
188	12    	0.509766	0.0101487 	0.492188	0.515625
189	13    	0.512109	0.00836886	0.492188	0.515625
190	9     	0.508594	0.0107404 	0.492188	0.515625
191	9     	0.512109	0.00836886	0.492188	0.515625
192	11    	0.510938	0.009375  	0.492188	0.515625
193	11    	0.512109	0.00836886	0.492188	0.515625
194	14    	0.509766	0.0101487 	0.492188	0.515625
195	14    	0.507422	0.011179  	0.492188	0.515625
196	10    	0.510938	0.009375  	0.492188	0.515625
197	10    	0.508594	0.0107404 	0.492188	0.515625
198	17    	0.509766	0.0101487 	0.492188	0.515625
199	6     	0.514453	0.00510808	0.492188	0.515625
200	9     	0.512109	0.00836886	0.492188	0.515625
201	11    	0.510938	0.009375  	0.492188	0.515625
202	13    	0.510938	0.009375  	0.492188	0.515625
203	12    	0.510938	0.009375  	0.492188	0.515625
204	18    	0.509766	0.0101487 	0.492188	0.515625
205	9     	0.509766	0.0101487 	0.492188	0.515625
206	6     	0.510938	0.009375  	0.492188	0.515625
207	11    	0.509766	0.0101487 	0.492188	0.515625
208	14    	0.50625 	0.011482  	0.492188	0.515625
209	12    	0.507422	0.011179  	0.492188	0.515625
210	9     	0.509766	0.0101487 	0.492188	0.515625
211	8     	0.509766	0.0101487 	0.492188	0.515625
212	9     	0.509766	0.0101487 	0.492188	0.515625
213	14    	0.509766	0.0101487 	0.492188	0.515625
214	13    	0.512109	0.00836886	0.492188	0.515625
215	14    	0.509766	0.0101487 	0.492188	0.515625
216	15    	0.513281	0.00703125	0.492188	0.515625
217	10    	0.508594	0.0107404 	0.492188	0.515625
218	12    	0.509766	0.0101487 	0.492188	0.515625
219	10    	0.513281	0.00703125	0.492188	0.515625
220	12    	0.512109	0.00836886	0.492188	0.515625
221	9     	0.513281	0.00703125	0.492188	0.515625
222	16    	0.512109	0.00836886	0.492188	0.515625
223	15    	0.507422	0.011179  	0.492188	0.515625
224	13    	0.509766	0.0101487 	0.492188	0.515625
225	7     	0.513281	0.00703125	0.492188	0.515625
226	12    	0.512109	0.00836886	0.492188	0.515625
227	12    	0.510938	0.009375  	0.492188	0.515625
228	15    	0.512109	0.00836886	0.492188	0.515625
229	14    	0.513281	0.00703125	0.492188	0.515625
230	7     	0.512109	0.00836886	0.492188	0.515625
231	12    	0.512109	0.00836886	0.492188	0.515625
232	13    	0.514453	0.00510808	0.492188	0.515625
233	14    	0.508594	0.0107404 	0.492188	0.515625
234	15    	0.507422	0.011179  	0.492188	0.515625
235	8     	0.510938	0.009375  	0.492188	0.515625
236	15    	0.512109	0.00836886	0.492188	0.515625
237	15    	0.512109	0.00836886	0.492188	0.515625
238	14    	0.512109	0.00836886	0.492188	0.515625
239	19    	0.507422	0.011179  	0.492188	0.515625
240	11    	0.512109	0.00836886	0.492188	0.515625
241	13    	0.510938	0.009375  	0.492188	0.515625
242	12    	0.513281	0.00703125	0.492188	0.515625
243	9     	0.514453	0.00510808	0.492188	0.515625
244	14    	0.510938	0.009375  	0.492188	0.515625
245	11    	0.514453	0.00510808	0.492188	0.515625
246	8     	0.510938	0.009375  	0.492188	0.515625
247	11    	0.510938	0.009375  	0.492188	0.515625
248	8     	0.509766	0.0101487 	0.492188	0.515625
249	12    	0.514453	0.00510808	0.492188	0.515625
250	15    	0.508594	0.0107404 	0.492188	0.515625
251	16    	0.510938	0.009375  	0.492188	0.515625
252	9     	0.510938	0.009375  	0.492188	0.515625
253	15    	0.509766	0.0101487 	0.492188	0.515625
254	10    	0.510938	0.009375  	0.492188	0.515625
255	13    	0.508594	0.0107404 	0.492188	0.515625
256	7     	0.510938	0.009375  	0.492188	0.515625
257	14    	0.507422	0.011179  	0.492188	0.515625
258	9     	0.513281	0.00703125	0.492188	0.515625
259	12    	0.505078	0.01166   	0.492188	0.515625
260	14    	0.509766	0.0101487 	0.492188	0.515625
261	16    	0.505078	0.01166   	0.492188	0.515625
262	17    	0.510938	0.009375  	0.492188	0.515625
263	14    	0.510938	0.009375  	0.492188	0.515625
264	15    	0.510938	0.009375  	0.492188	0.515625
265	9     	0.513281	0.00703125	0.492188	0.515625
266	11    	0.513281	0.00703125	0.492188	0.515625
267	10    	0.512109	0.00836886	0.492188	0.515625
268	15    	0.509766	0.0101487 	0.492188	0.515625
269	14    	0.508594	0.0107404 	0.492188	0.515625
270	15    	0.512109	0.00836886	0.492188	0.515625
271	13    	0.512109	0.00836886	0.492188	0.515625
272	11    	0.508594	0.0107404 	0.492188	0.515625
273	12    	0.507422	0.011179  	0.492188	0.515625
274	11    	0.509766	0.0101487 	0.492188	0.515625
275	10    	0.512109	0.00836886	0.492188	0.515625
276	13    	0.509766	0.0101487 	0.492188	0.515625
277	13    	0.513281	0.00703125	0.492188	0.515625
278	12    	0.510938	0.009375  	0.492188	0.515625
279	11    	0.514453	0.00510808	0.492188	0.515625
280	11    	0.509766	0.0101487 	0.492188	0.515625
281	11    	0.513281	0.00703125	0.492188	0.515625
282	13    	0.508594	0.0107404 	0.492188	0.515625
283	10    	0.514453	0.00510808	0.492188	0.515625
284	13    	0.509766	0.0101487 	0.492188	0.515625
285	17    	0.510938	0.009375  	0.492188	0.515625
286	18    	0.510938	0.009375  	0.492188	0.515625
287	13    	0.510938	0.009375  	0.492188	0.515625
288	16    	0.512109	0.00836886	0.492188	0.515625
289	13    	0.510938	0.009375  	0.492188	0.515625
290	14    	0.512109	0.00836886	0.492188	0.515625
